filename,folder,label,sample_rate,duration_samples,duration_ms,channels,path
Fl-cre_dec-A#5-ppmfpp-N-R100d.wav,crescendo_to_decrescendo,2,44100,397814,9020.725623582766,1,crescendo_to_decrescendo/Fl-cre_dec-A#5-ppmfpp-N-R100d.wav
Fl-tng_ram-G#3-mf-N-N.wav,tongue_ram-pizz,14,44100,15149,343.51473922902494,1,tongue_ram-pizz/Fl-tng_ram-G#3-mf-N-N.wav
Fl-sfz-G5-fp-N-R100d.wav,sforzato,12,44100,263747,5980.657596371882,1,sforzato/Fl-sfz-G5-fp-N-R100d.wav
Fl-ord-D6-mf-N-T11d.wav,ordinario,10,44100,291769,6616.077097505669,1,ordinario/Fl-ord-D6-mf-N-T11d.wav
Fl-flatt-D6-pp-N-N.wav,flatterzunge,4,44100,326057,7393.582766439909,1,flatterzunge/Fl-flatt-D6-pp-N-N.wav
Fl-decresc-C6-ffpp-N-R200u.wav,decrescendo,3,44100,258391,5859.20634920635,1,decrescendo/Fl-decresc-C6-ffpp-N-R200u.wav
Fl-mul-A#5_Gq4_C#q6-mf-N-N.wav,multiphonics,8,44100,318369,7219.251700680272,1,multiphonics/Fl-mul-A#5_Gq4_C#q6-mf-N-N.wav
Fl-cre_dec-C4-ppmfpp-N-R100u.wav,crescendo_to_decrescendo,2,44100,360358,8171.383219954649,1,crescendo_to_decrescendo/Fl-cre_dec-C4-ppmfpp-N-R100u.wav
Fl-flatt-A4-pp-N-N.wav,flatterzunge,4,44100,283652,6432.018140589569,1,flatterzunge/Fl-flatt-A4-pp-N-N.wav
Fl-jet-5.wav,jet_whistle,7,44100,53073,1203.4693877551022,1,jet_whistle/Fl-jet-5.wav
Fl-flatt_ord-F#4-mf-N-R100u.wav,flatterzunge_to_ordinario,5,44100,262413,5950.408163265307,1,flatterzunge_to_ordinario/Fl-flatt_ord-F#4-mf-N-R100u.wav
Fl-flatt-A4-mf-N-N.wav,flatterzunge,4,44100,291008,6598.820861678005,1,flatterzunge/Fl-flatt-A4-mf-N-N.wav
Fl-sfz-E6-f-N-T17d_R200u.wav,sforzato,12,44100,86384,1958.8208616780046,1,sforzato/Fl-sfz-E6-f-N-T17d_R200u.wav
Fl-aeol_and_ord-A6-mf-N-N.wav,aeolian,0,44100,290678,6591.337868480726,1,aeolian/Fl-aeol_and_ord-A6-mf-N-N.wav
Fl-decresc-A4-ffpp-N-R100d.wav,decrescendo,3,44100,320035,7257.02947845805,1,decrescendo/Fl-decresc-A4-ffpp-N-R100d.wav
Fl-stacc-B5-mf-N-N.wav,staccato,13,44100,17127,388.3673469387755,1,staccato/Fl-stacc-B5-mf-N-N.wav
Fl-flatt-D#4-ff-N-N.wav,flatterzunge,4,44100,299434,6789.886621315193,1,flatterzunge/Fl-flatt-D#4-ff-N-N.wav
Fl-mul-F#4_C5-mf-N-N.wav,multiphonics,8,44100,297175,6738.662131519274,1,multiphonics/Fl-mul-F#4_C5-mf-N-N.wav
Fl-stacc-F6-mf-N-T15d_R200u.wav,staccato,13,44100,19476,441.6326530612245,1,staccato/Fl-stacc-F6-mf-N-T15d_R200u.wav
Fl-ord_flatt-F5-mf-N-R100d.wav,ordinario_to_flatterzunge,11,44100,277665,6296.258503401361,1,ordinario_to_flatterzunge/Fl-ord_flatt-F5-mf-N-R100d.wav
Fl-flatt-C#4-mf-N-N.wav,flatterzunge,4,44100,289262,6559.229024943311,1,flatterzunge/Fl-flatt-C#4-mf-N-N.wav
Fl-cre_dec-B6-ppmfpp-N-N.wav,crescendo_to_decrescendo,2,44100,317984,7210.521541950113,1,crescendo_to_decrescendo/Fl-cre_dec-B6-ppmfpp-N-N.wav
Fl-mul-A#5_G#4_C#6_C5-mf-N-N.wav,multiphonics,8,44100,322081,7303.42403628118,1,multiphonics/Fl-mul-A#5_G#4_C#6_C5-mf-N-N.wav
Fl-aeol_and_ord-A#5-pp-N-N.wav,aeolian,0,44100,277578,6294.285714285715,1,aeolian/Fl-aeol_and_ord-A#5-pp-N-N.wav
Fl-ord_flatt-F#4-mf-N-N.wav,ordinario_to_flatterzunge,11,44100,275943,6257.210884353741,1,ordinario_to_flatterzunge/Fl-ord_flatt-F#4-mf-N-N.wav
Fl-flatt-G5-ff-N-N.wav,flatterzunge,4,44100,282946,6416.009070294785,1,flatterzunge/Fl-flatt-G5-ff-N-N.wav
Fl-ord-A#q4-ff-N-N.wav,ordinario,10,44100,288998,6553.242630385488,1,ordinario/Fl-ord-A#q4-ff-N-N.wav
Fl-lasting_one_sec-A4-mf-N-N.wav,note_lasting,9,44100,57900,1312.925170068027,1,note_lasting/Fl-lasting_one_sec-A4-mf-N-N.wav
Fl-pizz-B4-f-N-N.wav,tongue_ram-pizz,14,44100,13234,300.0907029478458,1,tongue_ram-pizz/Fl-pizz-B4-f-N-N.wav
Fl-sfz-B4-f-N-R100u.wav,sforzato,12,44100,98650,2236.9614512471653,1,sforzato/Fl-sfz-B4-f-N-R100u.wav
Fl-cre_dec-G4-ppmfpp-N-N.wav,crescendo_to_decrescendo,2,44100,347818,7887.02947845805,1,crescendo_to_decrescendo/Fl-cre_dec-G4-ppmfpp-N-N.wav
Fl-harm_fngr-A5-f-N-N.wav,harmonic_fingering,6,44100,280197,6353.673469387755,1,harmonic_fingering/Fl-harm_fngr-A5-f-N-N.wav
Fl-jet-25.wav,jet_whistle,7,44100,52396,1188.1179138321995,1,jet_whistle/Fl-jet-25.wav
Fl-flatt-G4-pp-N-N.wav,flatterzunge,4,44100,293905,6664.512471655329,1,flatterzunge/Fl-flatt-G4-pp-N-N.wav
Fl-ord_flatt-D6-mf-N-N.wav,ordinario_to_flatterzunge,11,44100,291490,6609.750566893424,1,ordinario_to_flatterzunge/Fl-ord_flatt-D6-mf-N-N.wav
Fl-stacc-C#4-mf-N-R200u.wav,staccato,13,44100,11720,265.7596371882086,1,staccato/Fl-stacc-C#4-mf-N-R200u.wav
Fl-ord_aeol-B5-mf-N-R100d.wav,aeolian,0,44100,289964,6575.14739229025,1,aeolian/Fl-ord_aeol-B5-mf-N-R100d.wav
Fl-flatt_ord-D#4-mf-N-R200u.wav,flatterzunge_to_ordinario,5,44100,244514,5544.53514739229,1,flatterzunge_to_ordinario/Fl-flatt_ord-D#4-mf-N-R200u.wav
Fl-cre_dec-F5-ppmfpp-N-R200u.wav,crescendo_to_decrescendo,2,44100,337551,7654.21768707483,1,crescendo_to_decrescendo/Fl-cre_dec-F5-ppmfpp-N-R200u.wav
Fl-ord-G5-pp-N-T11u.wav,ordinario,10,44100,279201,6331.088435374149,1,ordinario/Fl-ord-G5-pp-N-T11u.wav
Fl-ord-A4-mf-N-N.wav,ordinario,10,44100,275452,6246.077097505669,1,ordinario/Fl-ord-A4-mf-N-N.wav
Fl-cre_dec-G#5-ppmfpp-N-R100u.wav,crescendo_to_decrescendo,2,44100,364533,8266.054421768707,1,crescendo_to_decrescendo/Fl-cre_dec-G#5-ppmfpp-N-R100u.wav
Fl-ord-G#q4-mf-N-N.wav,ordinario,10,44100,265437,6018.979591836735,1,ordinario/Fl-ord-G#q4-mf-N-N.wav
Fl-trill_maj_second-C6-mf-N-N.wav,trill,15,44100,289546,6565.668934240363,1,trill/Fl-trill_maj_second-C6-mf-N-N.wav
Fl-stacc-E6-mf-N-T15d_R100u.wav,staccato,13,44100,20634,467.89115646258506,1,staccato/Fl-stacc-E6-mf-N-T15d_R100u.wav
Fl-trill_min_second-C7-mf-N-N.wav,trill,15,44100,258144,5853.605442176871,1,trill/Fl-trill_min_second-C7-mf-N-N.wav
Fl-flatt-A#4-ff-N-N.wav,flatterzunge,4,44100,276407,6267.732426303855,1,flatterzunge/Fl-flatt-A#4-ff-N-N.wav
Fl-flatt_ord-E4-mf-N-R100d.wav,flatterzunge_to_ordinario,5,44100,294548,6679.092970521542,1,flatterzunge_to_ordinario/Fl-flatt_ord-E4-mf-N-R100d.wav
Fl-flatt_ord-F4-mf-N-N.wav,flatterzunge_to_ordinario,5,44100,278016,6304.21768707483,1,flatterzunge_to_ordinario/Fl-flatt_ord-F4-mf-N-N.wav
Fl-ord-Gq5-mf-N-N.wav,ordinario,10,44100,276990,6280.952380952381,1,ordinario/Fl-ord-Gq5-mf-N-N.wav
Fl-jet-24.wav,jet_whistle,7,44100,47748,1082.7210884353742,1,jet_whistle/Fl-jet-24.wav
Fl-cre_dec-F#5-ppmfpp-N-R100d.wav,crescendo_to_decrescendo,2,44100,409175,9278.344671201814,1,crescendo_to_decrescendo/Fl-cre_dec-F#5-ppmfpp-N-R100d.wav
Fl-mul-F#5_G#4-mf-N-N.wav,multiphonics,8,44100,278415,6313.265306122448,1,multiphonics/Fl-mul-F#5_G#4-mf-N-N.wav
Fl-sfz-F5-f-N-T14d_R100d.wav,sforzato,12,44100,94739,2148.2766439909296,1,sforzato/Fl-sfz-F5-f-N-T14d_R100d.wav
Fl-aeol_and_ord-A#4-pp-N-N.wav,aeolian,0,44100,274007,6213.310657596372,1,aeolian/Fl-aeol_and_ord-A#4-pp-N-N.wav
Fl-ord_flatt-C6-mf-N-R200u.wav,ordinario_to_flatterzunge,11,44100,256140,5808.163265306122,1,ordinario_to_flatterzunge/Fl-ord_flatt-C6-mf-N-R200u.wav
Fl-aeol_and_ord-B3-ff-N-T20u.wav,aeolian,0,44100,251901,5712.040816326531,1,aeolian/Fl-aeol_and_ord-B3-ff-N-T20u.wav
Fl-cresc-C#5-ppff-N-N.wav,crescendo,1,44100,261208,5923.083900226758,1,crescendo/Fl-cresc-C#5-ppff-N-N.wav
Fl-lasting_one_sec-C#6-mf-N-T20d.wav,note_lasting,9,44100,53830,1220.6349206349207,1,note_lasting/Fl-lasting_one_sec-C#6-mf-N-T20d.wav
Fl-cresc-D#4-ppff-N-R200u.wav,crescendo,1,44100,226872,5144.489795918368,1,crescendo/Fl-cresc-D#4-ppff-N-R200u.wav
Fl-flatt-B4-mf-N-N.wav,flatterzunge,4,44100,282101,6396.8480725623585,1,flatterzunge/Fl-flatt-B4-mf-N-N.wav
Fl-cresc-E4-ppff-N-R100d.wav,crescendo,1,44100,278860,6323.356009070295,1,crescendo/Fl-cresc-E4-ppff-N-R100d.wav
Fl-harm_fngr-B5-f-N-N.wav,harmonic_fingering,6,44100,297446,6744.8072562358275,1,harmonic_fingering/Fl-harm_fngr-B5-f-N-N.wav
Fl-ord_flatt-G5-mf-N-R100u.wav,ordinario_to_flatterzunge,11,44100,247371,5609.319727891157,1,ordinario_to_flatterzunge/Fl-ord_flatt-G5-mf-N-R100u.wav
Fl-sfz-B6-fp-N-T14d_R100d.wav,sforzato,12,44100,213350,4837.868480725623,1,sforzato/Fl-sfz-B6-fp-N-T14d_R100d.wav
Fl-harm_fngr-G5-f-N-N.wav,harmonic_fingering,6,44100,291333,6606.190476190476,1,harmonic_fingering/Fl-harm_fngr-G5-f-N-N.wav
Fl-flatt-C6-ff-N-N.wav,flatterzunge,4,44100,287649,6522.65306122449,1,flatterzunge/Fl-flatt-C6-ff-N-N.wav
Fl-cre_dec-F6-ppmfpp-N-R200u.wav,crescendo_to_decrescendo,2,44100,313524,7109.387755102041,1,crescendo_to_decrescendo/Fl-cre_dec-F6-ppmfpp-N-R200u.wav
Fl-decresc-A6-ffpp-N-R100d.wav,decrescendo,3,44100,302505,6859.523809523809,1,decrescendo/Fl-decresc-A6-ffpp-N-R100d.wav
Fl-jet-36.wav,jet_whistle,7,44100,25067,568.4126984126983,1,jet_whistle/Fl-jet-36.wav
Fl-lasting_half_sec-E5-mf-N-N.wav,note_lasting,9,44100,30000,680.2721088435374,1,note_lasting/Fl-lasting_half_sec-E5-mf-N-N.wav
Fl-mul-F#q5_G#4-mf-N-N.wav,multiphonics,8,44100,341603,7746.09977324263,1,multiphonics/Fl-mul-F#q5_G#4-mf-N-N.wav
Fl-mul-G#5_Gq4_D6-mf-N-N.wav,multiphonics,8,44100,326982,7414.557823129251,1,multiphonics/Fl-mul-G#5_Gq4_D6-mf-N-N.wav
Fl-tng_ram-D#3-mf-N-N.wav,tongue_ram-pizz,14,44100,22018,499.27437641723355,1,tongue_ram-pizz/Fl-tng_ram-D#3-mf-N-N.wav
Fl-pizz-F4-f-N-N.wav,tongue_ram-pizz,14,44100,13921,315.6689342403628,1,tongue_ram-pizz/Fl-pizz-F4-f-N-N.wav
Fl-jet-18.wav,jet_whistle,7,44100,45636,1034.8299319727892,1,jet_whistle/Fl-jet-18.wav
Fl-lasting_half_sec-B4-mf-N-T13d_R100d.wav,note_lasting,9,44100,37625,853.1746031746031,1,note_lasting/Fl-lasting_half_sec-B4-mf-N-T13d_R100d.wav
Fl-mul-C6_Eq4_D#5_F#q4-mf-N-N.wav,multiphonics,8,44100,264686,6001.950113378685,1,multiphonics/Fl-mul-C6_Eq4_D#5_F#q4-mf-N-N.wav
Fl-jet-2.wav,jet_whistle,7,44100,69585,1577.891156462585,1,jet_whistle/Fl-jet-2.wav
Fl-lasting_half_sec-E6-mf-N-T16d.wav,note_lasting,9,44100,32864,745.2154195011337,1,note_lasting/Fl-lasting_half_sec-E6-mf-N-T16d.wav
Fl-tng_ram-G3-mf-N-N.wav,tongue_ram-pizz,14,44100,17486,396.5079365079365,1,tongue_ram-pizz/Fl-tng_ram-G3-mf-N-N.wav
Fl-trill_maj_second-D4-mf-N-N.wav,trill,15,44100,293157,6647.551020408163,1,trill/Fl-trill_maj_second-D4-mf-N-N.wav
Fl-decresc-F#4-ffpp-N-N.wav,decrescendo,3,44100,300167,6806.507936507936,1,decrescendo/Fl-decresc-F#4-ffpp-N-N.wav
Fl-pizz-A#4-f-N-N.wav,tongue_ram-pizz,14,44100,23209,526.2811791383219,1,tongue_ram-pizz/Fl-pizz-A#4-f-N-N.wav
Fl-ord_flatt-C#6-mf-N-R100d.wav,ordinario_to_flatterzunge,11,44100,308823,7002.789115646258,1,ordinario_to_flatterzunge/Fl-ord_flatt-C#6-mf-N-R100d.wav
Fl-flatt_ord-B5-mf-N-R200u.wav,flatterzunge_to_ordinario,5,44100,268744,6093.9682539682535,1,flatterzunge_to_ordinario/Fl-flatt_ord-B5-mf-N-R200u.wav
Fl-cresc-D6-ppff-N-R100u.wav,crescendo,1,44100,276850,6277.777777777777,1,crescendo/Fl-cresc-D6-ppff-N-R100u.wav
Fl-flatt-D5-pp-N-N.wav,flatterzunge,4,44100,295921,6710.2267573696145,1,flatterzunge/Fl-flatt-D5-pp-N-N.wav
Fl-flatt_ord-G#4-mf-N-R100d.wav,flatterzunge_to_ordinario,5,44100,313804,7115.736961451247,1,flatterzunge_to_ordinario/Fl-flatt_ord-G#4-mf-N-R100d.wav
Fl-flatt-B5-pp-N-N.wav,flatterzunge,4,44100,316088,7167.528344671202,1,flatterzunge/Fl-flatt-B5-pp-N-N.wav
Fl-ord_flatt-D4-mf-N-N.wav,ordinario_to_flatterzunge,11,44100,270042,6123.401360544218,1,ordinario_to_flatterzunge/Fl-ord_flatt-D4-mf-N-N.wav
Fl-ord-Dq6-mf-N-N.wav,ordinario,10,44100,281313,6378.9795918367345,1,ordinario/Fl-ord-Dq6-mf-N-N.wav
Fl-harm_fngr-F#5-p-N-N.wav,harmonic_fingering,6,44100,269279,6106.09977324263,1,harmonic_fingering/Fl-harm_fngr-F#5-p-N-N.wav
Fl-jet-31.wav,jet_whistle,7,44100,41776,947.3015873015873,1,jet_whistle/Fl-jet-31.wav
Fl-decresc-D5-ffpp-N-N.wav,decrescendo,3,44100,278815,6322.335600907029,1,decrescendo/Fl-decresc-D5-ffpp-N-N.wav
Fl-ord-Fq4-ff-N-N.wav,ordinario,10,44100,285272,6468.752834467121,1,ordinario/Fl-ord-Fq4-ff-N-N.wav
Fl-mul-Eq6_A5-mf-N-N.wav,multiphonics,8,44100,359064,8142.040816326531,1,multiphonics/Fl-mul-Eq6_A5-mf-N-N.wav
Fl-tng_ram-F3-mf-N-N.wav,tongue_ram-pizz,14,44100,21039,477.07482993197283,1,tongue_ram-pizz/Fl-tng_ram-F3-mf-N-N.wav
Fl-aeol_and_ord-C5-mf-N-T16d.wav,aeolian,0,44100,288131,6533.5827664399085,1,aeolian/Fl-aeol_and_ord-C5-mf-N-T16d.wav
Fl-lasting_one_sec-A#6-mf-N-T14d_R100u.wav,note_lasting,9,44100,63661,1443.5600907029477,1,note_lasting/Fl-lasting_one_sec-A#6-mf-N-T14d_R100u.wav
Fl-mul-A#5_G4_G#4_C#6-mf-N-N.wav,multiphonics,8,44100,307890,6981.632653061224,1,multiphonics/Fl-mul-A#5_G4_G#4_C#6-mf-N-N.wav
Fl-flatt_ord-A4-mf-N-N.wav,flatterzunge_to_ordinario,5,44100,296191,6716.349206349207,1,flatterzunge_to_ordinario/Fl-flatt_ord-A4-mf-N-N.wav
Fl-sfz-E4-f-N-R200u.wav,sforzato,12,44100,80593,1827.5056689342405,1,sforzato/Fl-sfz-E4-f-N-R200u.wav
Fl-ord-A4-ff-N-N.wav,ordinario,10,44100,282529,6406.553287981859,1,ordinario/Fl-ord-A4-ff-N-N.wav
Fl-lasting_half_sec-G4-mf-N-R100d.wav,note_lasting,9,44100,33346,756.1451247165533,1,note_lasting/Fl-lasting_half_sec-G4-mf-N-R100d.wav
Fl-aeol_and_ord-G#5-ff-N-T34d.wav,aeolian,0,44100,275744,6252.6984126984125,1,aeolian/Fl-aeol_and_ord-G#5-ff-N-T34d.wav
Fl-stacc-G6-mf-N-T13d.wav,staccato,13,44100,23170,525.3968253968254,1,staccato/Fl-stacc-G6-mf-N-T13d.wav
Fl-decresc-B4-ffpp-N-R100u.wav,decrescendo,3,44100,285119,6465.283446712018,1,decrescendo/Fl-decresc-B4-ffpp-N-R100u.wav
Fl-ord_flatt-E5-mf-N-R200u.wav,ordinario_to_flatterzunge,11,44100,259994,5895.555555555556,1,ordinario_to_flatterzunge/Fl-ord_flatt-E5-mf-N-R200u.wav
Fl-lasting_one_sec-A5-mf-N-N.wav,note_lasting,9,44100,52244,1184.671201814059,1,note_lasting/Fl-lasting_one_sec-A5-mf-N-N.wav
Fl-trill_min_second-G6-mf-N-N.wav,trill,15,44100,309312,7013.877551020408,1,trill/Fl-trill_min_second-G6-mf-N-N.wav
Fl-pizz-F5-f-N-N.wav,tongue_ram-pizz,14,44100,15430,349.88662131519277,1,tongue_ram-pizz/Fl-pizz-F5-f-N-N.wav
Fl-ord-C#4-ff-N-N.wav,ordinario,10,44100,281665,6386.961451247165,1,ordinario/Fl-ord-C#4-ff-N-N.wav
Fl-trill_min_second-C6-mf-N-N.wav,trill,15,44100,295359,6697.482993197279,1,trill/Fl-trill_min_second-C6-mf-N-N.wav
Fl-cre_dec-E4-ppmfpp-N-R100u.wav,crescendo_to_decrescendo,2,44100,317444,7198.27664399093,1,crescendo_to_decrescendo/Fl-cre_dec-E4-ppmfpp-N-R100u.wav
Fl-harm_fngr-G5-p-N-N.wav,harmonic_fingering,6,44100,269273,6105.963718820862,1,harmonic_fingering/Fl-harm_fngr-G5-p-N-N.wav
Fl-decresc-C5-ffpp-N-R200u.wav,decrescendo,3,44100,269116,6102.403628117914,1,decrescendo/Fl-decresc-C5-ffpp-N-R200u.wav
Fl-aeol_and_ord-B6-mf-N-N.wav,aeolian,0,44100,287276,6514.195011337868,1,aeolian/Fl-aeol_and_ord-B6-mf-N-N.wav
Fl-decresc-A5-ffpp-N-R100d.wav,decrescendo,3,44100,307280,6967.800453514739,1,decrescendo/Fl-decresc-A5-ffpp-N-R100d.wav
Fl-ord-D6-ff-N-T20d.wav,ordinario,10,44100,284809,6458.253968253968,1,ordinario/Fl-ord-D6-ff-N-T20d.wav
Fl-ord-Aq5-ff-N-N.wav,ordinario,10,44100,311214,7057.006802721088,1,ordinario/Fl-ord-Aq5-ff-N-N.wav
Fl-harm_fngr-G#6-p-N-N.wav,harmonic_fingering,6,44100,306368,6947.120181405896,1,harmonic_fingering/Fl-harm_fngr-G#6-p-N-N.wav
Fl-flatt-C4-mf-N-R100u.wav,flatterzunge,4,44100,274744,6230.022675736962,1,flatterzunge/Fl-flatt-C4-mf-N-R100u.wav
Fl-lasting_half_sec-E4-mf-N-N.wav,note_lasting,9,44100,26948,611.0657596371882,1,note_lasting/Fl-lasting_half_sec-E4-mf-N-N.wav
Fl-flatt_ord-C#5-mf-N-N.wav,flatterzunge_to_ordinario,5,44100,288789,6548.503401360544,1,flatterzunge_to_ordinario/Fl-flatt_ord-C#5-mf-N-N.wav
Fl-flatt-D4-ff-N-N.wav,flatterzunge,4,44100,282099,6396.802721088436,1,flatterzunge/Fl-flatt-D4-ff-N-N.wav
Fl-stacc-A#6-mf-N-T17d_R100d.wav,staccato,13,44100,27713,628.4126984126984,1,staccato/Fl-stacc-A#6-mf-N-T17d_R100d.wav
Fl-decresc-G4-ffpp-N-R100u.wav,decrescendo,3,44100,283320,6424.489795918367,1,decrescendo/Fl-decresc-G4-ffpp-N-R100u.wav
Fl-ord-F5-pp-N-N.wav,ordinario,10,44100,280441,6359.20634920635,1,ordinario/Fl-ord-F5-pp-N-N.wav
Fl-lasting_one_sec-A#4-mf-N-R100u.wav,note_lasting,9,44100,54651,1239.251700680272,1,note_lasting/Fl-lasting_one_sec-A#4-mf-N-R100u.wav
Fl-stacc-C6-mf-N-R100u.wav,staccato,13,44100,16166,366.57596371882084,1,staccato/Fl-stacc-C6-mf-N-R100u.wav
Fl-cresc-A5-ppff-N-N.wav,crescendo,1,44100,284020,6440.362811791383,1,crescendo/Fl-cresc-A5-ppff-N-N.wav
Fl-ord-G#5-pp-N-N.wav,ordinario,10,44100,279362,6334.739229024943,1,ordinario/Fl-ord-G#5-pp-N-N.wav
Fl-trill_min_second-E6-mf-N-N.wav,trill,15,44100,314089,7122.199546485261,1,trill/Fl-trill_min_second-E6-mf-N-N.wav
Fl-aeol_and_ord-C#6-pp-N-N.wav,aeolian,0,44100,281857,6391.315192743765,1,aeolian/Fl-aeol_and_ord-C#6-pp-N-N.wav
Fl-jet-38.wav,jet_whistle,7,44100,29245,663.1519274376417,1,jet_whistle/Fl-jet-38.wav
Fl-ord-E6-mf-N-T17d.wav,ordinario,10,44100,274377,6221.700680272109,1,ordinario/Fl-ord-E6-mf-N-T17d.wav
Fl-ord_flatt-B4-mf-N-R100u.wav,ordinario_to_flatterzunge,11,44100,266050,6032.879818594104,1,ordinario_to_flatterzunge/Fl-ord_flatt-B4-mf-N-R100u.wav
Fl-cresc-D#5-ppff-N-R200u.wav,crescendo,1,44100,232710,5276.87074829932,1,crescendo/Fl-cresc-D#5-ppff-N-R200u.wav
Fl-ord-Fq6-pp-N-N.wav,ordinario,10,44100,281545,6384.240362811792,1,ordinario/Fl-ord-Fq6-pp-N-N.wav
Fl-cre_dec-B5-ppmfpp-N-N.wav,crescendo_to_decrescendo,2,44100,375486,8514.421768707482,1,crescendo_to_decrescendo/Fl-cre_dec-B5-ppmfpp-N-N.wav
